Wavelength (m),T = 273 K,T = 400 K,T = 600 K,T = 800 K,T = 1000 K,T = 1200 K,T = 1400 K,T = 1600 K,T = 1800 K,T = 2000 K,T = 2200 K,T = 2400 K,T = 2600 K,T = 2800 K,T = 3000 K
8.927927927927928e-07,8.075272231362695e-20,2.0913152444507964e-12,2.776439517996954e-07,7.163543902834181e-05,0.001631344787935508,0.011422721863589667,0.041569416912747174,0.1017231847429988,0.19260429918744965,0.3064897404768421,0.43157232144448915,0.5561848172743626,0.6712116247808099,0.7707350901172969,0.8518738215610618
9.027027027027027e-07,1.4768808257035791e-19,3.113264863762543e-12,3.5662037707918855e-07,8.54642017495662e-05,0.0018618671484925374,0.012656812259338774,0.04509636448851299,0.10861494794558973,0.20312575941708846,0.3200477703871611,0.4470253747542861,0.5722208184862674,0.6866287524877569,0.7845881835822454,0.8635185092239269
9.126126126126126e-07,2.664592944203744e-19,4.592513756331539e-12,4.553575573420055e-07,0.00010152298715798693,0.0021178380022801764,0.013986158348118118,0.048812080140968446,0.11575150291100295,0.21386887631006604,0.3337262063444479,0.4624488686662246,0.58806438729393,0.7017061510494951,0.7979867013004058,0.8746326177880134
9.225225225225226e-07,4.74466868165325e-19,6.715101853787335e-12,5.781126871709246e-07,0.00012009669699001546,0.0024011934715354906,0.015414597826210174,0.05271875808826455,0.12312894483218598,0.22482214776918713,0.34750802190748237,0.47782421631466565,0.6036993489280154,0.716432933307423,0.8109265158446342,0.8852190234040229
9.324324324324324e-07,8.341703150379725e-19,9.735243751662325e-12,7.299068618088552e-07,0.00014149602819886608,0.002713932547965147,0.016945880449454064,0.05681820340314789,0.13074285398749358,0.23597378041792427,0.3613763711330801,0.49313351824439955,0.6191105880791272,0.7307994338639565,0.8234046783717051,0.8952815800545291
9.423423423423424e-07,1.448617821121193e-18,1.3997555902531988e-11,9.166327127823728e-07,0.00016605859536486734,0.0030581128409654323,0.018583654501837386,0.061111829563965006,0.138588322706332,0.2473117386936493,0.37531463564968576,0.5083595849833961,0.6342840362822899,0.7447971627555408,0.8354193478678776,0.9048250365771203
9.522522522522522e-07,2.4858345095781323e-18,1.996562063855672e-11,1.145172458246207e-06,0.00019414999141217882,0.003435845976761729,0.020331453886243356,0.06560065788994944,0.1466599833602227,0.2588237922887156,0.38930646763014776,0.5234859547529696,0.6492066555334124,0.7584187576560794,0.8469697215835835,0.913854957233789
9.621621621621622e-07,4.216692541029006e-18,2.825842614261794e-11,1.423526747109091e-06,0.00022616477764053394,0.0038492926789468517,0.022192685896371103,0.07028531876730014,0.1549520371429862,0.2704975617796736,0.4033358287531847,0.5384969066552863,0.6638664186032649,0.7716579350470446,0.8580559669459719,0.9223776459089917
9.720720720720722e-07,7.073076936799702e-18,3.969652632843709e-11,1.760954618796852e-06,0.0002625273945246647,0.004300657562581542,0.024170619720409493,0.0751660545654721,0.16345828341776988,0.28232056231389785,0.41738702526434174,0.5533774696749203,0.6782522864855536,0.784509440745709,0.8686791551905678,0.9304000739810452
9.81981981981982e-07,1.1736284557781268e-17,5.536011446518843e-11,2.1681248365556307e-06,0.0003036929852585689,0.0047921836753113,0.026268375718748783,0.0802427241376091,0.17217214942339945,0.2942802452498993,0.43144473926464333,0.5681134278250217,0.6923541833863606,0.7969690001403997,0.8788411969106008,0.9379298118783598
9.91891891891892e-07,1.9270002290279088e-17,7.666160304995691e-11,2.657278782027299e-06,0.00035014812461803236,0.0053261468198656375,0.028488915509927746,0.08551480879503036,0.1810867201475606,0.30636403767242426,0.44549405636941886,0.5826913217604986,0.7061629696331142,0.8090332684422811,0.8885447796840703,0.9449749643039613
1.0018018018018018e-06,3.131837180932086e-17,1.0543575349336974e-10,3.24240502306915e-06,0.00040241144637375706,0.005904849692853104,0.03083503289123034,0.09098141964304862,0.19019476818961384,0.31855937972615167,0.4595204898910916,0.5970984471704809,0.719670412852794,0.8206997812257404,0.8977933079042181,0.9515441090877613
1.0117117117117116e-06,5.03981772575468e-17,1.4405090599946267e-10,3.939425586154181e-06,0.0004610341631994112,0.006530615874969564,0.03330934561289686,0.09664130616398146,0.19948878345103777,0.3308537597324522,0.47351000170806784,0.6113228502507879,0.7328691577411451,0.831966905495679,0.9065908449081601,0.9576462396058053
1.0216216216216217e-06,8.032588986523166e-17,1.955454256201082e-10,4.766393879961879e-06,0.0005266004737742403,0.007205783707616297,0.035914288017868896,0.1024928659329548,0.20896100250653843,0.3432347470722776,0.48744901998815954,0.6253533205445427,0.7457526947177432,0.8428337914878448,0.9149420574713614,0.9632907106889148
1.0315315315315315e-06,1.268362039423045e-16,2.6379410745660173e-10,5.743704128801043e-06,0.0005997278525686712,0.007932700090508614,0.038652104552371135,0.10853415535279784,0.2186034375236317,0.35569002283490925,0.5013244539387677,0.6391793814254961,0.7583153277359347,0.8533003253794245,0.9228521627114774,0.9684871879295888
1.0414414414414416e-06,1.984701246095041e-16,3.537099744648589e-10,6.894312084183542e-06,0.0006810672186142288,0.008713714234165273,0.041524844146475746,0.11476290129596135,0.22840790461277347,0.368207408247049,0.5151237057582575,0.6527912784846086,0.7705521414918268,0.8633670830605115,0.9303268774240109,0.9732456002846228
1.0513513513513514e-06,3.0783929681001947e-16,4.714876567945522e-10,8.243966691115962e-06,0.0007713029803861019,0.009551171400233803,0.044534355458121566,0.12117651354373969,0.23836605150392573,0.38077489090982963,0.5288346799631818,0.6661799660660667,0.7824589682530653,0.8730352850924168,0.9373723698538711,0.9775760958626041
1.0612612612612613e-06,4.734112075264759e-16,6.248953628697462e-10,9.821452293433127e-06,0.0008711529547596928,0.010447406661454536,0.047682282968865876,0.12777209791614075,0.24846938445863234,0.39338064888254615,0.5424457902652124,0.6793370921842588,0.7940323545059282,0.8823067529569956,0.943995213891081,0.9814890007785784
1.0711711711711711e-06,7.220097806763192e-16,8.236233395467846e-10,1.1658840870702496e-05,0.0009813681588317666,0.01140473871172199,0.05097006391496126,0.13454646998933578,0.2587092943392655,0.4060130726617857,0.5559459641690594,0.6922549820386809,0.8052695275982268,0.8911838666810166,0.9502023456649736,0.9849947809535091
1.081081081081081e-06,1.0922909738623946e-15,1.0796976708754876e-09,1.3791753708814364e-05,0.0011027324742156298,0.012425463755195262,0.054398926033138284,0.1414961693016876,0.2690770817689139,0.4186607851128829,0.5693246454596936,0.7049266203293513,0.8161683625360655,0.8996695239015357,0.9560010225000025,0.9881040067330196
1.0909909909909908e-06,1.6395372772772857e-15,1.407969280552174e-09,1.625963181824502e-05,0.0012360621842196031,0.013511849501766027,0.057969886096768994,0.14861747395381159,0.2795639813266198,0.43131265941766156,0.5825717947427261,0.7173456325610509,0.8267273490739717,0.9077671004222855,0.9613987841860391,0.990827320198093
1.100900900900901e-06,2.442223381249334e-15,1.8266890794469866e-09,1.9106014329006528e-05,0.0013822053850929942,0.014666129294437766,0.061683749214828804,0.15590641551284956,0.29016118473301555,0.4439578351080345,0.5956778881969937,0.7295062655108165,0.8369455592211259,0.9154804122963981,0.9664034165083087,0.99317540503968
1.110810810810811e-06,3.6109436156725824e-15,2.3581813329815735e-09,2.2378824010303226e-05,0.0015420412732673186,0.015890496392325183,0.06554110886329492,0.16335879413610963,0.30085986299114437,0.45658573225979265,0.6086339146929414,0.7414033670198328,0.8468226152704532,0.9228136794582008,0.971022916975125,0.9951589588697772
1.1207207207207208e-06,5.300467152243451e-15,3.02962850897974e-09,2.6130658986675685e-05,0.0017164793112278923,0.017187098431082508,0.06954234761626839,0.1709701938343274,0.3116511874562245,0.46918606392431716,0.6214313714243971,0.7530323652577562,0.8563586584428272,0.9297714909153627,0.9752654626764513,0.9967886678425878
1.1306306306306306e-06,7.725907842714818e-15,3.873982099237749e-09,3.041908965161188e-05,0.0019064582753167737,0.018558032080615978,0.07368763854216469,0.17873599780002197,0.32252634981625067,0.4817488468786866,0.6340622581950344,0.7643892475950719,0.8655543182253177,0.9363587715027307,0.9791393802020177,0.9980751834614251
1.1405405405405404e-06,1.1184271943709052e-14,4.931015180772391e-09,3.530695971490607e-05,0.002112945189389532,0.020005337917968862,0.07797694722879311,0.1866514037316606,0.33347658097298855,0.49426441077638095,0.646519070494311,0.7754705392073264,0.8744106824700353,0.9425807501905678,0.9826531175446781,0.9990291014496117
1.1504504504504503e-06,1.6082990615706988e-14,6.248533787804859e-09,4.086269026197313e-05,0.0023369341488214753,0.021530995531293267,0.08241003439996171,0.19471143908957844,0.3444931688196056,0.5067234057818464,0.658794791490929,0.786273281523647,0.8829292683088529,0.9484429299321816,0.9858152179123048,0.9996609425666064
1.1603603603603606e-06,2.2977468729931906e-14,7.883765494376437e-09,4.716058565238412e-05,0.0025794450398822382,0.02313691886886202,0.08698645908542067,0.20291097622479284,0.3555674749174576,0.5191168087725834,0.6708828830651267,0.7967950106213184,0.8911119939292637,0.9539510590296869,0.9886342953702185,0.9999811352540237
1.1702702702702704e-06,3.262020313708392e-14,9.90494495049709e-09,5.42811400414446e-05,0.0028415221599680336,0.024824951845141222,0.09170558230544872,0.21124474732694087,0.36669095008002406,0.5314359281921736,0.6827772759942291,0.8070337356580146,0.8989611512471976,0.959111103990801,0.9911190122353857,1.0
1.1801801801801803e-06,4.602466056721304e-14,1.2393117461498471e-08,6.23113432730309e-05,0.0031242327445990753,0.02659686421405189,0.09656657123117501,0.2197073591425602,0.3778551488769398,0.5436724076369235,0.6944723593991375,0.8169879174239219,0.9064793795042742,0.9639292238451141,0.9932780581433589,0.9997277353142728
1.19009009009009e-06,6.454787886304949e-14,1.5444183039628315e-08,7.134498486432315e-05,0.0034286654074529885,0.028454347717712044,0.10156840378175551,0.22829330741974732,0.38905174307540197,0.5558182282577548,0.7059629695527614,0.8266564470867956,0.9136696398094853,0.9684117458842815,0.9951201307093818,0.9991744052104747
1.2e-06,8.99966893727047e-14,1.9171204677056558e-08,8.148295478368906e-05,0.0037559285000155996,0.03039901251717405,0.1067098736198408,0.23699699103992472,0.4002725340400784,0.5678657100572386,0.7172443781448289,0.8360386251949841,0.9205351906385254,0.9725651427873176,0.9966539177060115,0.998349928096464
1.2099099099099098e-06,1.2476358031209256e-13,2.370700587798323e-08,9.283353971184577e-05,0.004107148397687338,0.0324323839099663,0.11198959550723941,0.24581272580190933,0.4115094641158835,0.5798075121599552,0.7283122800910079,0.8451341409954315,0.9270795642979122,0.9763960110897412,0.9978880806804153,0.9972640669776252
1.2198198198198196e-06,1.7199956146245384e-13,2.9207083731616474e-08,0.00010551271347350916,0.004483467719387934,0.0345558993376286,0.11740601098340477,0.2547347578277719,0.42275462702091854,0.5916366321321572,0.7391627809681538,0.8539430521165763,0.9333065443557184,0.9799110509531197,0.9988312399365621,0.9959264208826878
1.22972972972973e-06,2.3583298407484423e-13,3.585286499429717e-08,0.00011964442033197312,0.004886043487856134,0.036770905684882324,0.12295739433021403,0.2637572765640768,0.43400027727914897,0.6033464044243345,0.7497923841514023,0.8624657646593598,0.9392201440360346,0.9831170471902676,0.9994919608086135,0.994346417425675
1.2396396396396398e-06,3.216451545801793e-13,4.385533376467833e-08,0.00013536084985225173,0.005316045237945505,0.039078656870629766,0.12864185878751497,0.27287442735591805,0.445238838724474,0.6149304980077837,0.7601979777230267,0.8707030137333713,0.9448245855700286,0.9860208515000028,0.9998787411544864,0.9925333064220325
1.2495495495495496e-06,4.364157990030663e-13,5.345906036727325e-08,0.0001528027020593855,0.005774653080274994,0.04148031172961638,0.13445736298506325,0.2820803235748693,0.45646291210939804,0.6263829132735332,0.7703768212174437,0.8786558444694774,0.9501242804928954,0.9886293658650013,1.0,0.9904961544810671
1.2594594594594594e-06,5.891540334569424e-13,6.494666199360784e-08,0.00017211944164686376,0.006263055727605237,0.04397693218232162,0.1404017175576863,0.29136905828533527,0.4676652818527547,0.6376979782592742,0.7803265322613739,0.8863255935350323,0.9551238108728501,0.9909495270656539,0.9998640672669097,0.9882438405011922
1.2693693693693693e-06,7.914335257562389e-13,7.864372647369342e-08,0.00019346954002567109,0.006782448491281782,0.046569481689476416,0.1464725919118476,0.3007347154370443,0.4788389219620025,0.6488703442669446,0.7900450731631008,0.8937138711731991,0.9598279114555509,0.9929882922630063,0.9994791745198831,0.9857850519981126
1.2792792792792791e-06,1.0580540495101851e-12,9.492423125090394e-08,0.0002170207040466621,0.007334031255016478,0.049258823986530406,0.15266752111317083,0.3101713805743774,0.48997700116608117,0.659894980930939,0.7995307375000332,0.9008225437830404,0.9642414527050628,0.9947526256039533,0.9988534466705805,0.9831282822004374
1.2891891891891894e-06,1.4078556951054337e-12,1.1421649019857134e-07,0.00024295009027753168,0.007919006433172277,0.05204572209241429,0.1589839128659442,0.31967315105602073,0.5010728872954285,0.670767170793657,0.8087821367491038,0.9076537170538139,0.9683694247205294,0.9962494858024031,0.9979948945786984,0.9802818278507348
1.2990990990990992e-06,1.8647166763418976e-12,1.37009661335234e-07,0.0002714445037699285,0.0085385769205751,0.05493083758605461,0.16541905455707273,0.32923414578095606,0.5121201509457904,0.681482503442507,0.8177981870001937,0.9142097196626111,0.9722169220061783,0.9974858146506913,0.9969114084930637,0.9772537876536116
1.309009009009009e-06,2.4587710262740607e-12,1.638608487568742e-07,0.00030270058031202433,0.009193944040704945,0.05791473014331155,0.17197012033851933,0.3388485144191699,0.5231125684624784,0.6920368692593037,0.8265780957889386,0.9204930875416368,0.9757891290706648,0.9984685264163371,0.9956107522777777,0.9740520613163676
1.318918918918919e-06,3.2278885845515913e-12,1.9540283219890098e-07,0.00033692495122626616,0.009886305498918297,0.060997857326302654,0.1786341782237377,0.3485104461476403,0.5340441242815245,0.7024264528303071,0.8351213490811077,0.9265065487184729,0.9790913068313557,0.9992044980802594,0.9941005583713146,0.9706843491304665
1.3288288288288288e-06,4.2194666190163985e-12,2.3235245755937834e-07,0.00037433438984082936,0.010616853347128375,0.06418057461646333,0.18540819717517706,0.358214177894026,0.544909012663715,0.7126477260621509,0.8434276984375262,0.932253008729846,0.9821287797975192,0.9997005603734961,0.9923883234286243,0.9671581520460769
1.3387387387387386e-06,5.492590278268604e-12,2.755197214504425e-07,0.0004151559388357989,0.011386771966121962,0.06746313568216404,0.1922890541614427,0.3679540020923932,0.5557016388571516,0.7226974410463741,0.8514971483848702,0.9377355366073081,0.9849069240065703,0.9999634895707197,0.9904814045989029,0.9634807721943188
1.3486486486486485e-06,7.120627924840023e-12,3.258175823905874e-07,0.00045962701774073986,0.012197236071424276,0.07084569287125046,0.19927354116419851,0.3777242739567546,0.5664166197230738,0.7325726227122024,0.8593299440147371,0.9429573514310235,0.9874311556866012,1.0,0.9883870163939175,0.9596593138152983
1.3585585585585587e-06,9.194337339308318e-12,3.842725306013661e-07,0.0005079955099386635,0.013049408748339604,0.07432829791850679,0.2063583721164083,0.38751941827975245,0.5770487838591944,0.7422705613050362,0.8669265588303886,0.9479218094461052,0.989706920618521,0.9998167372295826,0.9861122281043269,0.9557006845526215
1.3684684684684686e-06,1.1825569905827949e-11,4.52035947524297e-07,0.0005605198286117043,0.013944439521497534,0.07791090285772591,0.21354018975494074,0.3973339357649962,0.5875931712536977,0.751788804725208,0.8742876828579714,0.952632391734237,0.9917396841708735,0.9994202718938014,0.9836639617232429,0.9516115970776429
1.3783783783783784e-06,1.515167228317216e-11,5.303962851249758e-07,0.0006174689611458323,0.014883462463925322,0.0815933611278635,0.22081557237201457,0.40716240890273975,0.5980450325023801,0.7611251507593232,0.8814142110363701,0.957092692432027,0.9935349219806213,0.9988170941214297,0.9810489903390472,0.9473985710094788
1.3882882882882883e-06,1.934069882825285e-11,6.207920938003181e-07,0.0006791224915947294,0.015867594350348256,0.08537542886255264,0.22818104045131038,0.41699950739951025,0.608399827620239,0.7702776392340629,0.8883072318976848,0.9613064074862316,0.9950981112531858,0.9980136085314004,0.9782739369610338,0.9430679350990545
1.3981981981981981e-06,2.459756326808775e-11,7.248259262523918e-07,0.0007457706008865298,0.016897932859096236,0.08925676635218051,0.2356330631759482,0.4268399931731523,0.6186532244777895,0.7792445441200656,0.8949680165481941,0.9652773239349642,0.9964347226555463,0.997016129762057,0.9753452737438583,0.9386258296476298
1.408108108108108e-06,3.1171274908521786e-11,8.442791430397099e-07,0.0008177140445404083,0.01797555482666523,0.0932369396676539,0.24316806479680295,0.4366787249255279,0.6288010968915123,0.7880243656113592,0.9013980079576114,0.969009309703213,0.9975502127763206,0.995830878501333,0.9722693215785926,0.9340782091326585
1.4180180180180182e-06,3.9363423120454214e-11,9.811276436679249e-07,0.0008952641077431601,0.01910151455865063,0.0973154224349924,0.2507824308508749,0.4465106623055928,0.638839522396441,0.7966158222037998,0.9075988105627242,0.9725063039000199,0.9984500171274524,0.9944639779870672,0.9690522500200507,0.9294308450155406
